COD_UBIC_P;DESC_LINEA;COD_VARIAN;ORDINAL;CALLE;ESQUINA;COD_CALLE1;COD_CALLE2;X;Y;CPU
546;144;883;44;CORUÑA;GRAL JULIO AMADEO ROLETTI;2187;6120;577981.398032968;6140774.57375357
546;144;3225;46;CORUÑA;GRAL JULIO AMADEO ROLETTI;2187;6120;577981.398032968;6140774.57375357
547;144;883;45;CORUÑA;JUAN FRANCISCO MARTINEZ;2187;4257;577902.796992704;6140892.49221331
547;144;3225;47;CORUÑA;JUAN FRANCISCO MARTINEZ;2187;4257;577902.796992704;6140892.49221331
548;144;888;20;CORUÑA;SAN ANTONIO;2187;6279;577926.50589;6140844.77825
548;144;3226;20;CORUÑA;SAN ANTONIO;2187;6279;577926.50589;6140844.77825
549;144;883;46;CORUÑA;AGACES;2187;120;577776.31416;6141077.73612
549;144;3225;48;CORUÑA;AGACES;2187;120;577776.31416;6141077.73612
550;144;888;19;CORUÑA;AGACES;2187;120;577751.54027;6141103.68466
550;144;3226;19;CORUÑA;AGACES;2187;120;577751.54027;6141103.68466
551;144;888;22;COMERCIO;JUAN JACOBO ROUSSEAU;2079;6180;578204.08853;6140505.71004
551;144;3226;22;COMERCIO;JUAN JACOBO ROUSSEAU;2079;6180;578204.08853;6140505.71004
551;538;8200;64;COMERCIO;JUAN JACOBO ROUSSEAU;2079;6180;578204.08853;6140505.71004
551;538;8202;64;COMERCIO;JUAN JACOBO ROUSSEAU;2079;6180;578204.08853;6140505.71004
551;174;8707;69;COMERCIO;JUAN JACOBO ROUSSEAU;2079;6180;578204.08853;6140505.71004
551;174;8709;71;COMERCIO;JUAN JACOBO ROUSSEAU;2079;6180;578204.08853;6140505.71004
553;316;1763;46;AV DR AMERICO RICALDONI;AV FEDERICO R VIDIELLA;5973;7268;577245.849700775;6138605.03863943
553;185;3795;64;AV DR AMERICO RICALDONI;AV FEDERICO R VIDIELLA;5973;7268;577245.849700775;6138605.03863943
553;185;4266;60;AV DR AMERICO RICALDONI;AV FEDERICO R VIDIELLA;5973;7268;577245.849700775;6138605.03863943
553;186;4318;65;AV DR AMERICO RICALDONI;AV FEDERICO R VIDIELLA;5973;7268;577245.849700775;6138605.03863943
553;494;4415;93;AV DR AMERICO RICALDONI;AV FEDERICO R VIDIELLA;5973;7268;577245.849700775;6138605.03863943
553;494;4457;91;AV DR AMERICO RICALDONI;AV FEDERICO R VIDIELLA;5973;7268;577245.849700775;6138605.03863943
553;494;4468;94;AV DR AMERICO RICALDONI;AV FEDERICO R VIDIELLA;5973;7268;577245.849700775;6138605.03863943
553;494;4499;92;AV DR AMERICO RICALDONI;AV FEDERICO R VIDIELLA;5973;7268;577245.849700775;6138605.03863943
553;495;4513;89;AV DR AMERICO RICALDONI;AV FEDERICO R VIDIELLA;5973;7268;577245.849700775;6138605.03863943
553;143;4618;18;AV DR AMERICO RICALDONI;AV FEDERICO R VIDIELLA;5973;7268;577245.849700775;6138605.03863943
553;191;4642;33;AV DR AMERICO RICALDONI;AV FEDERICO R VIDIELLA;5973;7268;577245.849700775;6138605.03863943
553;76;4877;68;AV DR AMERICO RICALDONI;AV FEDERICO R VIDIELLA;5973;7268;577245.849700775;6138605.03863943
553;329;4942;59;AV DR AMERICO RICALDONI;AV FEDERICO R VIDIELLA;5973;7268;577245.849700775;6138605.03863943
553;329;4943;87;AV DR AMERICO RICALDONI;AV FEDERICO R VIDIELLA;5973;7268;577245.849700775;6138605.03863943
553;329;4945;75;AV DR AMERICO RICALDONI;AV FEDERICO R VIDIELLA;5973;7268;577245.849700775;6138605.03863943
553;329;4947;88;AV DR AMERICO RICALDONI;AV FEDERICO R VIDIELLA;5973;7268;577245.849700775;6138605.03863943
553;329;4949;73;AV DR AMERICO RICALDONI;AV FEDERICO R VIDIELLA;5973;7268;577245.849700775;6138605.03863943
553;329;4951;76;AV DR AMERICO RICALDONI;AV FEDERICO R VIDIELLA;5973;7268;577245.849700775;6138605.03863943
553;329;7367;85;AV DR AMERICO RICALDONI;AV FEDERICO R VIDIELLA;5973;7268;577245.849700775;6138605.03863943
553;76;7513;69;AV DR AMERICO RICALDONI;AV FEDERICO R VIDIELLA;5973;7268;577245.849700775;6138605.03863943
553;329;7725;73;AV DR AMERICO RICALDONI;AV FEDERICO R VIDIELLA;5973;7268;577245.849700775;6138605.03863943
553;329;7814;57;AV DR AMERICO RICALDONI;AV FEDERICO R VIDIELLA;5973;7268;577245.849700775;6138605.03863943
